ID;Statuses
1192138989211410432;" #*#*{RT @XREDLIONXX: This is not good, it""s going to get rough if that's the man in the highest position in the world! Definitely there's nothin…}#*#*  #*#*{RT @56lmiller: Definitely miss you...  we understand what’s happening and know you will be back}#*#*  #*#*{RT @Jade_Lyn_B: We all know Democrats will use anything they can to remain in power, even down to the county level}#*#*  #*#*{RT @JessieJaneDuff: Day 3: Biden finally admits to the American people that he has no skills or ability to help the economic crisis.  Those…}#*#*  #*#*{RT @XREDLIONXX: Hey Mitch Mc Connell @LeaderMcConnell  a turtle&amp,a scorpion met,the scorpion asks the turtle:can you take me to the other si…}#*#*  #*#*{RT @kelliekelly23: Compare how trump treated the police to the treatment the national guard received....you decide who did a better job   #…}#*#*  #*#*{RT @kelliekelly23: National Guard to keep 5,000 troops in DC until March....I sure hope they aren’t sleeping on the cold floor    https://t…}#*#*  #*#*{RT @XREDLIONXX: ‼️Ohhh No ,This is unbelievable &amp, not true what  @LeaderMcConnell Mitch Mc Connell says that President Trump provoked viole…}#*#*  #*#*{RT @XREDLIONXX: Biden has been reversing some rules put in place under former President Donald Trump this week,including one designed to br…}#*#*  #*#*{RT @Jade_Lyn_B: I hope those the ACTUALLY voted for Biden realize that Xi Jinping is now our President.  That’s gonna be fun. 🤐}#*#*  #*#*{RT @Jade_Lyn_B: I wonder how fast those that voted for the *POTUS will turn on him when they start feeling the pain in their wallets? Or wi…}#*#*  #*#*{RT @_Fabricator_: Don't know if this is confirmed or not.  Don't have time to do the dig. I do want people to RT so it reaches the Anon's s…}#*#*  #*#*{RT @LaReginaNYFL: Did you do your part Today?  Did you Buy from Small business and not big box stores?  Did you turn off your TVs and suppo…}#*#*  #*#*{RT @Jade_Lyn_B: Maybe they should have thought about doing that before 47 died this past summer and billions of dollars of damage was done…}#*#*  #*#*{RT @LaReginaNYFL: 4.) Turn off your TVs only watch Podcasters and support them  5.) purchase your meats and produce from local butchers / f…}#*#*  #*#*{RT @LaReginaNYFL: You want to take a stand -start putting your money 💴 where your mouth is!  It’s time for #AmericaFirst  &amp,  #RiseUp  1.) S…}#*#*  #*#*{RT @LaReginaNYFL: I encourage all Americans that believe in America and want to Support AMERICA FIRST to stop shopping at @BedBathBeyond &amp,…}#*#*  #*#*{RT @kelliekelly23: It’s on again 😢😢😢😢   Large US military convoy enters northeast Syria on first full day of Biden presidency  #maga  I hat…}#*#*  #*#*{RT @LaReginaNYFL: @Lowes store #470 has had NO SAW to help customers for three and a half weeks now. Any chance on getting that fix anytime…}#*#*  #*#*{RT @LaReginaNYFL: Help fight Censorship w/ donating to Indivisible w/ @JohnMStubbins Show-  Amazing Guests coming up. His show runs on Dona…}#*#* "
1178111089847996416;" #*#*{@JackPosobiec @2015Jacobs @Sodangfancy100 He will not only take your husbands job... He will take your Daughters Sp… https://t.co/6RFtjhoVwE}#*#*  #*#*{@theDago70 @POTUS 🤮 @POTUS is put to Destroy America. Not make it better. When is the American People of the Democr… https://t.co/uOCTzLvB6j}#*#*  #*#*{RT @theDago70: I'll never look at mud wrestling the same way. Sorry ladies... Mr. Biden erased your athletic dreams.. https://t.co/zfo3UtFB…}#*#*  #*#*{Did you do your part today?  Did you put America First? @POTUS 🤮 @POTUS   Americans - did you do your part?  Did yo… https://t.co/tqf0LtJvTQ}#*#*  #*#*{@willwakeu Are you still in the Smokey’s Jack?}#*#*  #*#*{Anyone notice the WHO has lowered PCR cycle testing rate?  You will see less tests coming back positive.  If you do… https://t.co/A7Yt8Xo5zW}#*#*  #*#*{RT @alainthibaut1: the Left is about to learn a hard lesson - that Biden isn't on ""their"" side.  That he's on China's side - and China's ex…}#*#*  #*#*{RT @RyanAFournier: This is how President Trump treats our law enforcement and military.  RT! https://t.co/cP914BH7Nh}#*#*  #*#*{@Sniper64286433 Im here still fighting.}#*#*  #*#*{RT @DonaldJTrumpJr: I distinctly remember the media lying (as usual) and talking about some great plan that he had that was not made availa…}#*#*  #*#*{@ChuckGrassley @Nardongputik91 He is also preaching for boys to go to the bathroom with your daughters. He is sick… https://t.co/Reqtn6yUz8}#*#*  #*#*{You are sick @POTUS 🤮@JoeBiden  There will be no boys in the bathroom with my daughte https://t.co/p4kkxWnfXy}#*#*  #*#*{RT @marceyplay: Tucker Carlson Tonight 1/22/21 FULL | FOX BREAKING NEWS January 22 ,21 https://t.co/CA9KQvulpe via @YouTube}#*#*  #*#*{@kennedy_bouvier I like him but concerned about this Skelton in the closet https://t.co/5AbcItLYaP}#*#*  #*#*{RT @FBIWFO: Help the #FBI find Austin Tice, who was detained in Damascus, Syria 8 years ago this week. The U.S. government is offering a re…}#*#*  #*#*{@Pgh_Buz @cbrnetaskforce @LikeFineWine63 @Shelbycobra642 @FelixAnchor__ @trinitysfaith @BeccaChesshir… https://t.co/isrpt2V5uT}#*#*  #*#*{RT @Pgh_Buz: @cbrnetaskforce  @LikeFineWine63 @Shelbycobra642 @FelixAnchor__ @trinitysfaith @BeccaChesshir @Stewart7Donna @SevenShepherd @L…}#*#*  #*#*{@JackPosobiec Yes. I just unfollowed it}#*#*  #*#*{@NicoleArbour Let’s pound the public officials instead for closing the park. Not the officers}#*#*  #*#*{@NicoleArbour He is totally in the right. They nicely asked them to leave multiple times and take it up with the pu… https://t.co/iL7PX1ChY5}#*#* "
93992192; #*#*{n}#*#*  #*#*{o}#*#*  #*#*{t}#*#*  #*#*{}#*#*  #*#*{f}#*#*  #*#*{o}#*#*  #*#*{u}#*#*  #*#*{n}#*#*  #*#*{d}#*#* 
845392971381927936;" #*#*{They sided with Trump that virus is a hoax. Now so many have they won't help anyone.  Major coronavirus bill with C… https://t.co/dznfQfRh8O}#*#*  #*#*{Trump could order the manufacture of millions of masks and supplies today.  He refuses to employ the Defense Protec… https://t.co/mB5HaMnxLk}#*#*  #*#*{Republicans use hate and bigotry to slow the spread of Covid 19.  AZ Republican voted against coronavirus relief bi… https://t.co/XAHjAeElw3}#*#*  #*#*{Fauci missing again. His leaving Trump to make sh*t up without correction is making things worse.  Internet demands… https://t.co/YuREdCkoVc}#*#*  #*#*{Unable to hold his Nuremberg style MAGA rallies, he holds  virus presses instead.  While America Hunkers Down, Trum… https://t.co/3Fl7MGN8b4}#*#*  #*#*{Trump's sinister reasons for keeping testing and medical supplies from the public: Graham is complicit.  Can Someon… https://t.co/Nj0EMtKSx1}#*#*  #*#*{Clearly we are well past the tipping point.   El Paso attack marked year of rise in white nationalism, watchdog rep… https://t.co/HJuSUjvFTh}#*#*  #*#*{More blood on Trump's greedy hands. Untreated Lupus is a death sentence.   Lupus Patients Can’t Get Crucial Medicat… https://t.co/gR3K6I4NVX}#*#*  #*#*{Trump crime family has more than likely made billions off his elective office.  Trump Uses Virus Presser to Whine t… https://t.co/rq7rTiWAJF}#*#*  #*#*{Today Trump mocked Joe Biden for staying at home.  ""He's isolating? Gee that's too bad"".  Did Trump just give the f… https://t.co/N0wXrknI8g}#*#*  #*#*{Why studying persistent post-traumatic headaches in soldiers matter https://t.co/fb5N3TNUHW}#*#*  #*#*{Another Trumper who says virus crisis is exaggerated. Such a putz.   Rand Paul was seen at the Senate pool hours be… https://t.co/SUvVPQLKWq}#*#*  #*#*{#trumpvirus economic news:   https://t.co/rnyqUuJUIC}#*#*  #*#*{Trump tweeted 4 days ago, ""I only signed the Defense Production Act to combat the Chinese Virus should we need to i… https://t.co/qN5h9EMBgv}#*#*  #*#*{Trump could order the manufacture of millions of masks and supplies today.  He refuse to employ the Defense Protect… https://t.co/ZgivFZPNbs}#*#*  #*#*{Buying from hoarders? I'm sure Trump family has plenty. Start there.  ‘We’re going to come for you’: Trump economis… https://t.co/kPZSdkZRGG}#*#*  #*#*{So many false promises from Trump and Pence: Oh my! Did FEMA forget to lie?   https://t.co/wgMuadOYGi}#*#*  #*#*{https://t.co/c1s0IKwR30}#*#*  #*#*{Trump to American governors: To receive any federal assistance: 1) Praise me. 2) Do not release unemployment numbers.   Then, We'll  see.}#*#*  #*#*{'I wound up vomiting': McDonald's skirts paid COVID-19 sick leave, forcing sick worker to man grill https://t.co/i3eQvSFPNo}#*#* "
2316327692;" #*#*{RT @mchooyah: But I thought....}#*#*  #*#*{RT @JudgeJeanine: COMING UP ON 'JUSTICE' TONIGHT! @GOPLeader @DevinNunes @RubinReport #PeteHegseth @DennisPrager  @TomiLahren and @TheLeoTe…}#*#*  #*#*{RT @TheJordanRachel: Terrible! https://t.co/eZ7mrfLQmB}#*#*  #*#*{RT @omriceren: L O L https://t.co/6Fq4HXXXQm}#*#*  #*#*{RT @MacaesBruno: 1.8% of EU population vaccinated in one month. At this pace we get to 80% around Christmas 2024}#*#*  #*#*{RT @RichardGrenell: California’s one party political system controlled by the Democrats is ruining our beautiful state.   We must act now a…}#*#*  #*#*{RT @laurenboebert: In Colorado and across America, communities that depend on clean coal are hurting right now.   Joe Biden’s plan that tar…}#*#*  #*#*{RT @CortesSteve: Tucker Carlson reports on internal ICE memos ordering that ALL detained illegal migrants be released into America, as Joe…}#*#*  #*#*{RT @brithume: President Biden is rolling back decades of women’s achievement and opportunity in sports by executive fiat, writes @AbigailSh…}#*#*  #*#*{RT @RepBryanSteil: Joe Biden’s decision makes us more dependent on the Middle East, more dependent on Russia, more dependent on Venezuela.…}#*#*  #*#*{RT @OANN: Biden faces backlash after crushing border wall developments - https://t.co/iIuSj9X4sJ #OANN https://t.co/k7XP5zqBi5}#*#*  #*#*{RT @soul_katz: 🚨PLEASE SIGN &amp, RT🚨GET THIS OUT TO EVERY1!!   https://t.co/R8mYjltckK}#*#*  #*#*{RT @GrahamAllen_1: America didn’t vote for @JoeBiden the Government did....}#*#*  #*#*{@RealCandaceO @KAG45Patriot Congratulations!! He's adorable!😍}#*#*  #*#*{RT @alexsalvinews: NEW: Arizona Republican Party passes all 16 resolutions—including censures of:  Jeff Flake (64-36%) Cindy McCain (62-38%…}#*#*  #*#*{RT @RyanAFournier: Biden raised Federal minimum wage to $15.  It’s only a matter of time before it is national, killing around 1 million jo…}#*#*  #*#*{RT @Outkick: Jeff Bezos and Amazon do not want their workers voting by mail on unionization.  Amazon says mail-in voting wouldn't be ""valid…}#*#*  #*#*{RT @stirednotshakn: A picture speaks a thousand words. https://t.co/YDkPNpu0C2}#*#*  #*#*{RT @GrahamAllen_1: And just like that COVID restrictions are being lifted.....it’s a MIRACLE!!  No actually it was ALL POLITICAL!!!  Govern…}#*#*  #*#*{RT @HeyTammyBruce: How was he 'at Biden inauguration?' ""Florida man accused of being in Capitol riot arrested at Biden inauguration"" https:…}#*#* "
3315464599;" #*#*{RT @DavidJHarrisJr: South Dakota emerges from pandemic after no lockdowns for an unemployment rate that is lower than before the pandemic.…}#*#*  #*#*{RT @LoriD_LoriD: I didn't have many followers to start with but the purge took almost half of them...😐}#*#*  #*#*{RT @LibertyBelle25: BIDEN SAYS HE DOESN’T KNOW WHAT HE’S SIGNING https://t.co/4QLPnbkxUB}#*#*  #*#*{Soooo NYT thinks Joe will replace God and redefine Christianity 🤔🙄! https://t.co/AjqJoomYBX}#*#*  #*#*{RT @MichaelJFell: Yeah, this will do wonders for low income families...always remember, ""progressive"" leftist ""democrats"" are NOT looking o…}#*#*  #*#*{RT @USSANews: Incoming Transportation Sec. Pete Buttigieg Likes Idea Of Taxing People Based On Miles Driven (VIDEO) https://t.co/qZ0fk84irj…}#*#*  #*#*{RT @johncardillo: Not one member of the MSM has asked Biden why he raised the prices of insulin and epinephrine for no reason whatsoever.}#*#*  #*#*{RT @Joy_Villa: If we don’t have an enforceable border, then we aren’t a country.}#*#*  #*#*{RT @brahmresnik: BREAKING Arizona Republican Party censures sitting GOP governor Doug Ducey, last GOP senator Jeff Flake &amp, and Cindy McCain…}#*#*  #*#*{RT @may_talcott: IF PROOF OF VOTER FRAUD EMERGES NOW, SHOULD BIDEN &amp, HARRIS BE REMOVED?}#*#*  #*#*{@may_talcott @TrishForTrump DATA EXPERT: 200,000 Pennsylvania Ballots Were Modified After Election - A Sampling of… https://t.co/6K2KQGYCuS}#*#*  #*#*{RT @capeandcowell: My aunts who voted for Biden are shocked and appalled by what he’s doing.   I can’t stop laughing.}#*#*  #*#*{RT @TheLeoTerrell: Democrats hate the Second Amendment.}#*#*  #*#*{@Outkick But it's okay for Presidential election?}#*#*  #*#*{RT @Outkick: Jeff Bezos and Amazon do not want their workers voting by mail on unionization.  Amazon says mail-in voting wouldn't be ""valid…}#*#*  #*#*{@ChuckCallesto DUH 🙄🙄🙄🙄!  DATA EXPERT: 200,000 Pennsylvania Ballots Were Modified After Election - A Sampling of 10… https://t.co/JVlu3lzvhB}#*#*  #*#*{RT @ChuckCallesto: BREAKING REPORT: Amazon claims IN-PERSON VOTE only way to ensure 'VALID, FAIR' union election...}#*#*  #*#*{RT @ChuckCallesto: BREAKING REPORT: Biden Rape Accuser Tara Reade tells press it's 'Unspeakably HARD TO WATCH THE MAN WHO ASSAULTED ME' Swo…}#*#*  #*#*{RT @cbrnetaskforce: @MagaSooner @ohtheresheblows @soul_katz @lordstanley2019 @WhiskeyTangoGFY @Wafflekingdom1 @_TrollKiller @LiisaJust @Pau…}#*#*  #*#*{RT @ohtheresheblows: @soul_katz  @lordstanley2019  @WhiskeyTangoGFY  @Wafflekingdom1  @_TrollKiller  @LiisaJust  @MagaSooner  @PaulMer53  @…}#*#* "
147436328; #*#*{RT @laurenboebert: Is the fencing in DC to keep Joe from wandering off?}#*#*  #*#*{RT @ToscaAusten: @twk4usa @HockeyFanJen4U1 @BilliesHoliday @michaeljohns @WSeparates @SlySkippy @timfisher836 @RightWingJewess @dems_corrup…}#*#*  #*#*{RT @ToscaAusten: Goodbye gorgeous FLOTUS.  We will ❤️ you forever.🇺🇸🇺🇸 https://t.co/0Y0XWObJP9}#*#*  #*#*{RT @ToscaAusten: Rep Steve Cohen suspicious of white, male guardsmen. Implies 75% are not Biden voters and demands purity test to keep the…}#*#*  #*#*{RT @raymartinmusic: So this is the original from ABC good morning America and they have edited it.. however the original is circulating I s…}#*#*  #*#*{RT @ToscaAusten: Horned RINOS who abandoned us to slide across the divide to aid Joe, are predictably out claiming we can take back the Hou…}#*#*  #*#*{RT @ToscaAusten: “You will be in my ❤️ forever.”   Farewell message from Melania. https://t.co/CKEYzU2x4e}#*#*  #*#*{RT @ToscaAusten: @T_S_P_O_O_K_Y The House wax woman inserts “insurrectionists” every other word like a drinking game alert. Convenient, but…}#*#*  #*#*{RT @laurenboebert: Hey @SpeakerPelosi!  If I allow a colleague to style my hair in the House Chambers can I ditch the mask and avoid the $5…}#*#*  #*#*{RT @RSBNetwork: TOMORROW: President Trump will work from early in the morning until late in the evening. He will make many calls and have m…}#*#*  #*#*{RT @RSBNetwork: NEW and frankly UNBELIEVABLE: White House Deputy Chief of Staff for Communications and Director of Social Media @DanScavino…}#*#*  #*#*{RT @RSBNetwork: President Trump letter to Pelosi and Pence   RE: EO 13959  🇨🇳 https://t.co/Upxg5UdwEw}#*#*  #*#*{RT @RSBNetwork: They think we’ll forget and forgive. They are mistaken.}#*#*  #*#*{RT @RSBNetwork: House Republicans who just ended their political careers with today’s impeachment vote:  Gonzalez (OH) Rice (SC) Newhouse (…}#*#*  #*#*{RT @RSBNetwork: Video message from President Donald J. Trump   https://t.co/Km2EJ1ib6a}#*#* 
1162940086381633536; #*#*{Bolo...👀👀👀👇👇👇👇 https://t.co/n245mfjcWR}#*#*  #*#*{BOLO... 👀👀👀👀🤔🤔🤔👇👇👇👇 https://t.co/Vs5b5ND8ED}#*#*  #*#*{I’m game... not sure the left is... https://t.co/PYrA0AzFIT}#*#*  #*#*{Wow... what gracious benevolence from our dictator... https://t.co/LV8rGWKSuY}#*#*  #*#*{RT @FBIChicago: Human trafficking is not only a foreign problem. Did you know that all 56 field offices have reported issues related to hum…}#*#*  #*#*{Oh Goody.. the Hungry Rats are networking... https://t.co/jVwWT5YOPC}#*#*  #*#*{Patriots never expected anything else...🤢🤢 https://t.co/OfihqEk5Hp}#*#*  #*#*{May the “plus” keep multiplying... https://t.co/rrhC3vDquz}#*#*  #*#*{Common Core Curriculums and lack of Civic and Historical Studies have destroyed our way of life... 65% signed to re… https://t.co/AKRCxnObkK}#*#*  #*#*{Oooohh.. more slush funds at our expense and detriment..🙄🙄🙄 https://t.co/uN6KuQxoXJ}#*#*  #*#*{Welcome to Chicago https://t.co/zksUqoa3o9}#*#*  #*#*{I stand with Austria... https://t.co/I1DKdzxPAr}#*#*  #*#*{Hmmm...👀👀🤔🤔😳😳 https://t.co/rguTGUm7St}#*#*  #*#*{RT @WadJlA: https://t.co/7o8wOpIdTa}#*#*  #*#*{Hmmmm...👀👀👀 https://t.co/mYh5GvrCrw}#*#*  #*#*{For the love of...😱😱😱😱😱 https://t.co/08KjpFKJ6X}#*#*  #*#*{A voice that will be sorely missed... 😢🙏🏻❤️❤️ https://t.co/KmsN4mgN9V}#*#*  #*#*{Hmmm... interdasting...👀👀👀🤔🤔🤔 https://t.co/UOxJSKzhqr}#*#*  #*#*{Hmmm.. setting the stage for the “racist card”” defense??.. Sure do hope he needs it... https://t.co/WwN6vknkXp}#*#*  #*#*{RT @JMichaelWaller: Biden’s uncontrollable shock troops, having served their purpose, are being de-platformed now.}#*#* 
817749946040340480;" #*#*{RT @451Dav: Please support 2 extraordinary women. They will INSPIRE you 💯% @DakotaTuff2  &amp, @cosgirl777 They will also follow back. You can…}#*#*  #*#*{RT @2Disabled: It would be one thing if Joe Biden was impotent as a president, but he is just a hot stinking mess.}#*#*  #*#*{RT @DaveSchreiber3: BUYERS REMORSE! @JoeBiden, already the worst President (illegitimate as well) ever!!  Unions That Endorsed Biden Lash O…}#*#*  #*#*{RT @kayIeighmcneny: It just hit me... I really really miss Trump. It's just a different feeling. America doesn't feel as Strong, Dominate o…}#*#*  #*#*{RT @engthing9: 🥂Let’s have a Party🥂 💫✨Grow with Us✨💫 🌟We All Follow Back @engthing9  @KimbetheStylist  @BustersBrew  @Bree1914  @judytgolf…}#*#*  #*#*{RT @PicassoGold: Sidney Powell Launches Super PAC to ‘Fight Vigorously for Our Constitutional Rights’  https://t.co/u9QNWpLX4E}#*#*  #*#*{RT @RyanAFournier: The left is attacking Marjorie Taylor Greene for submitting Articles of Impeachment against Joe Biden.   Let’s make them…}#*#*  #*#*{@Sicilia191 @drekaplan @DFBHarvard @4Mischief @Dv81Grey @GGlocksX @JHTX77 @JoeT_2 @Derameth @Mrcy_Grce @twk4usa… https://t.co/KdW6JDQVK9}#*#*  #*#*{RT @Sicilia191: PATRIOT🇺🇸PARTY 1 @Sicilia191 @drekaplan @DFBHarvard @4Mischief @dv81grey @gglocksX @jhtx77 @JoeT_2 @Derameth @mrcy_grce @tw…}#*#*  #*#*{RT @JennaEllisEsq: RT if you miss President TRUMP! 🙋🏼‍♀️}#*#*  #*#*{RT @TheyCallMeDoc1: https://t.co/EnRWbladmb}#*#*  #*#*{RT @kayIeighmcneny: If you think I'm better than this new press secretary raise your 🖐️ or RETWEET!!!  I better see lots of 🖐️'s and RETWEE…}#*#*  #*#*{RT @TexasPatriot50: @ohtheresheblows @PaulMer53 @BetsyBoss_ @BethLore1 @bandit408 @Bg2200 @molly_tx @mollie_don @LibertateaPirat @DMcDMuffi…}#*#*  #*#*{RT @4YrsToday: What grade do you give Biden’s first couple days in office?}#*#*  #*#*{RT @LevineJonathan: WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection"" https://t.co/IQqKmAYG8e}#*#*  #*#*{RT @ava4usa: 156 *Randomized 574 names* @ava4usa @theycallmedoc1 @lakemonstercl @twnkltwinkle @thatdavestew @gowiththeflow6 @kelliekelly23…}#*#*  #*#*{RT @vicksiern: @SpeakerPelosi I want President Trump and the AMERICAN PEOPLE to be able to go to Court REGARDING THIS CORRUPT ELECTION and…}#*#*  #*#*{@stxvbz @twnkltwinkle}#*#* "
3278935033;" #*#*{@SenatorTimScott Do you plan on impeaching President Trump?  Why didn't you stand by him? Look at the mess you and others have caused}#*#*  #*#*{RT @ChuckCallesto: BREAKING REPORT: Amazon claims IN-PERSON VOTE only way to ensure 'VALID, FAIR' union election...}#*#*  #*#*{RT @SicarioScott: Love this Guy 😂 https://t.co/fz8bWtlBYi}#*#*  #*#*{RT @theblaze: Amazon claims in-person vote only way to ensure 'valid, fair' union election https://t.co/BdvtJROTHh}#*#*  #*#*{RT @Outkick: Jeff Bezos and Amazon do not want their workers voting by mail on unionization.  Amazon says mail-in voting wouldn't be ""valid…}#*#*  #*#*{RT @johncardillo: I called this back in October. Only a matter of time. https://t.co/9gTjC1lry9}#*#*  #*#*{RT @JovanHPulitzer: How do you folks in Arizona feel about this? Everyone keeps tagging me or sending me messages regarding this. Yes, I ca…}#*#*  #*#*{RT @stillgray: Has Biden called a lid on the entire freaking weekend?}#*#*  #*#*{RT @marcorandazza: AAAAHAHAHHAHAHAHHA.....&lt,deep breath&gt,  AAHHHAHAHAHAHAHAHAHAHAHA ...&lt,clutches stomach&gt,  AAAAAAHAHAHAHAHAHA... HAH... HAH..…}#*#*  #*#*{RT @stillgray: What the hell is Biden doing?! https://t.co/qv2WiAJe64}#*#*  #*#*{RT @redsteeze: https://t.co/3grahmtn24}#*#*  #*#*{@RyanAFournier When!!! Our Southern Border is about to be flooded. Thousands of Jobs gone in one day.  Help us.}#*#*  #*#*{@joshdcaplan @Wizard_Predicts Cry me a river.  Didn't they vote for him?}#*#*  #*#*{RT @JackPosobiec: https://t.co/JaLtqNv5pL}#*#*  #*#*{RT @davidwebbshow: “I don’t work for you” - @JoeBiden  It’s becoming clearer every day who “the great unifier” does and does not work for.…}#*#*  #*#*{RT @Wizard_Predicts: The forgotten men and women make this country run. Biden is hellbent on putting them out of work.}#*#*  #*#*{RT @Wizard_Predicts: While waiting a flight, I bumped into a fella in camo jacket carrying a DeWalt tool bag as his carryon. He told me he…}#*#*  #*#*{RT @DonaldJTrumpJr: I’m surprised they waited a full 2 days into the Biden admin to take their boot off the neck of small business. Disgust…}#*#*  #*#*{RT @RaheemKassam: Over 16,000 people have now left #ThanksTrump messages which I will make sure gets delivered to President Trump and his t…}#*#*  #*#*{RT @jessiprincey: At the :22 mark Joe Biden (Signing EO) admits he “doesn’t know what he is signing here.”    https://t.co/RnN6h2l6fA}#*#* "
823901672699269121; #*#*{RT @SteveInmanUIC: My tribute to MXC. https://t.co/EtFxBsNz6m}#*#*  #*#*{@SteveInmanUIC This is great!!}#*#*  #*#*{RT @SteveInmanUIC: Karma served instantly https://t.co/VP1gIyYcIX}#*#*  #*#*{RT @SteveInmanUIC: Old Man strength is real. https://t.co/LLVLLV0F3m}#*#*  #*#*{RT @TheRightMelissa: OMG! BUSTED! Video shows Trump supporters stopping &amp, pulling away Antifa men from breaking the Capitol windows. Trump…}#*#*  #*#*{RT @SteveInmanUIC: Regardless of what side you're on violence is wrong and an act of Terrorism when it comes to pushing beliefs and politic…}#*#*  #*#*{RT @SteveInmanUIC: Antifa Member confessing to storming the capitol? #Disguised #AntifaTerrorist #confession https://t.co/S3JT3ABlmL}#*#*  #*#*{RT @SteveInmanUIC: Damn, could've at least bought him  dinner and a drink. https://t.co/aN02HNHf1g}#*#*  #*#*{RT @SteveInmanUIC: Should've used a hot pocket would've worked much better. https://t.co/U3yoompIKi}#*#*  #*#*{RT @SteveInmanUIC: Silly Antifa, tricks are for kids. https://t.co/GzeLD8Frny}#*#*  #*#*{RT @SteveInmanUIC: Hasn't aged one bit. https://t.co/mkJkIqTYs8}#*#*  #*#*{RT @SteveInmanUIC: The great purge of 2021 😂 you still with me? https://t.co/DXPyI0Vssr}#*#*  #*#*{RT @philthatremains: The Speaker Of The House asked the Chairman of the Joint Chiefs of Staff to use military power to remove the Commander…}#*#*  #*#*{@BillOReilly @JoeBiden Bill please choose a side!!! Damn}#*#*  #*#*{@ChuckGrassley Right!! Just like you were so quick to blame Trump supporters for the “rushing into the Capitol” whe… https://t.co/8dDCKT5arB}#*#*  #*#*{@JAGMAGA777 @JMaga777 @trainman_lover @308saiga @TheyCallMeDoc1 @Briteeye777 @stirednotshakn @ScottAulde… https://t.co/aslBpBA39x}#*#*  #*#*{RT @JAGMAGA777: BREAKING:👊REBUILD👊SHOUT OUT # 38  Follow and ( RETWEET For @JMaga777   GO  @tracied51  @trainman_lover  @308saiga  @TheyCal…}#*#*  #*#*{RT @AmyKremer: Donald Trump is still your President.🇺🇸}#*#*  #*#*{RT @1_Gabriel_III: LISTEN UP 🔥  Pick your self up Dust yourself off They attacked us unprovoked  At a moment of weakness Psychological warf…}#*#* 
49120470;" #*#*{@ava4usa @TheyCallMeDoc1 @twnkltwinkle @THATdavestew @Gowiththeflow6 @kelliekelly23 @melbadger1 @BrianWeimer5… https://t.co/pCywiX8xZO}#*#*  #*#*{RT @ava4usa: 156 *Randomized 574 names* @ava4usa @theycallmedoc1 @lakemonstercl @twnkltwinkle @thatdavestew @gowiththeflow6 @kelliekelly23…}#*#*  #*#*{RT @davidharsanyi: It's genius for Biden to set a new goal for vaccines that we're already achieving. He knows they'll uncritically send it…}#*#*  #*#*{@ava4usa @TrishForTrump @UncleBilly528 @EMastrro @HenryN2020 @IFireForEffect @NE_Bill1 @YLinnerud @JeffSaxon… https://t.co/sSJQNvwQre}#*#*  #*#*{RT @ava4usa: 141 @ava4usa @lakemonstercl @TrishForTrump @UncleBilly528 @emastrro  @henryn2020  @ifireforeffect  @ne_bill1 @ylinnerud @jeffs…}#*#*  #*#*{@WTNH Reward for killing nursing home patients (60% of Pa deaths)except her- his mother miraculously escaped.}#*#*  #*#*{RT @JackPosobiec: American Companies that do business  with the CCP are complicit in genocide  As are the politicians who accept their dona…}#*#*  #*#*{@MichaelVaughan @Nigel_Farage Wait does 2 pink haired loons beat a pair of cross dressers?}#*#*  #*#*{@WayneDupreeShow I kinda thought Kamala would be the one giving BJs in the Oval Office but I guess Mitch the turtle… https://t.co/HNHhPWbzkn}#*#*  #*#*{@FoxBusiness Breaker breaker good buddy 10-4 on liberals being a$$hats!}#*#*  #*#*{RT @tagruber: #Swamp_Busters #2918 It’s Clear  @MRCJUSTRIDEIT @Investigator_51 @Mr_Clean0007 @tweets4poppy @JennieKoo @ItoniLl      @mary82…}#*#*  #*#*{@ava4usa @4Mischief @68shipmate @Bia20A @Derameth @Dv81Grey @fookcu_f @Gal_NYCA @IamAmySueCase @jimscileppi… https://t.co/kpUBUjPFYq}#*#*  #*#*{RT @ava4usa: 117 @ava4usa @4Mischief @68shipmate @bia20a @derameth @dv81grey @fookcu_f @gal_nyca @IamAmySueCase @jimscileppi @kev4trump @la…}#*#*  #*#*{@jennfranconews @OANN #VPBlowJob}#*#*  #*#*{RT @newsmax: .@GeorgePapa19 says ""I think today is going to be the day of reckoning for the Obama administration."" https://t.co/VlT7z8drtO…}#*#*  #*#*{RT @GeorgePapa19: I have been contacted by media of 7 different countries for comment on the impending declassification, and the msm. It’s…}#*#*  #*#*{RT @JakeBennett44: The muzzling of conservative voices has only just begun. Expect it to get increasingly worse but, do remember one thing:…}#*#*  #*#*{RT @CBS_Herridge: #CapitolRiot WATCH: As federal investigators review videos from last week's Capitol assault, they are learning that some…}#*#*  #*#*{RT @JamesOKeefeIII: BREAKING: @Twitter Insider Secretly Records CEO @jack Detailing Agenda For Further Political Censorship  “We are focuse…}#*#*  #*#*{RT @JamesOKeefeIII: Jack, we have insiders within your company coming to us literally about to blow the whistle on you...  I've never seen…}#*#* "
